StartDate,EndDate,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11WOC,F12,F13,F14WOC,F15WOC,F16WOC,F17,F18,F19,F20WOC,F21,M22,M23,M24,M25,M26,M27,M28,M29,M30,M31,M32,M33MOC,M34MOC,M35MOC,M36MOC,M37,M38,M39,M40,M41,M42,Age,Gender,Ethnicity,Specify_ethnicity,University,Class_standing,Class_specify,Major,GPA,History_offering,Taken_history,Grade_history,Womenclass_offer,Taken_womenclass,Grade_womenclass,Nameofwomenclass,Male_score,Female_score,POC_score,White_score,WhiteWomen_score,WhiteMen_score,POCWomen_score,POCMen_score,Overall_Reconition_Mean,random_white,Male_Score_Median,Female_Score_Median,POC_Score_Median,White_Score_Median,White_Women_Median,White_Men_Median,POC_Women_Median,POC_Men_Median,Full_Scale_Median,Random_White_Median
2/21/2018 20:44:38,2/21/2018 20:48:14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,3,3,3,1,1,2,2,3,0,3,0,0,0,1,0,2,0,1,0,2,21,2,5, , ,3, ,(double major) Criminal Justice and Psychology,3.8, , , ,1,3, , ,1.42857142857143,.0476190476190476,.111111111111111,.909090909090909,.0625,1.70588235294118,0,.25,.738095238095238,.333333333333333,1,0,0,0,0,2,0,0,0,0
2/18/2018 22:46:09,2/18/2018 22:51:04,0,1,0,1,3,0,0,1,0,1,1,0,0,1,0,1,3,1,0,0,1,3,3,1,2,3,1,3,1,3,3,0,1,0,1,0,0,0,1,0,0,0,25,2,5, , ,3, ,(Newly) psychology,3.4, , , ,1,3, , ,1.23809523809524,.714285714285714,.555555555555556,1.09090909090909,.75,1.41176470588235,.6,.5,.976190476190476,.555555555555556,1,1,1,1,.5,1,1,.5,1,0
2/7/2018 15:29:35,2/7/2018 15:35:32,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,3,3,3,3,1,2,2,1,3,2,3,0,1,2,1,0,1,1,0,1,0,19,2,5, , ,3, ,"Clinical psychology, English Secondary Education",3.81, , , , , , , ,1.57142857142857,.428571428571429,.555555555555556,1.12121212121212,.5,1.70588235294118,.2,1,1,.444444444444444,1,0,0,1,0,2,0,1,1,1
1/31/2018 14:29:04,1/31/2018 14:33:32,0,0,0,0,2,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,0,3,3,3,2,3,2,3,3,3,3,3,1,2,1,1,0,3,1,1,2,0,20,2,5, , ,3, ,counseling psychology,2.6,1,2, ,1,3, , ,2.04761904761905,.380952380952381,.888888888888889,1.3030303030303,.3125,2.23529411764706,.6,1.25,1.21428571428571,.777777777777778,2,0,1,1,0,3,1,1,1,0
1/31/2018 18:08:37,1/31/2018 18:10:55,0,1,1,0,1,1,0,2,1,1,1,2,1,0,0,1,0,1,1,1,1,3,3,3,3,2,2,3,2,1,1,1,1,0,1,2,0,1,0,1,0,0,20,2,5, , ,3, ,Counseling Psychology,2.9,1,2, , , , , ,1.42857142857143,.80952380952381,.777777777777778,1.21212121212121,.875,1.52941176470588,.6,1,1.11904761904762,1.11111111111111,1,1,1,1,1,1,1,1,1,1
1/31/2018 15:29:46,1/31/2018 15:35:09,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,2,3,2,3,2,3,3,3,2,3,0,0,0,0,0,1,0,2,0,2,21,2,5, , ,3, ,Counseling Psychology,3.94,1,3, ,1,1,1,Women Psychology,1.61904761904762,.142857142857143,0,1.12121212121212,.1875,2,0,0,.880952380952381,.888888888888889,2,0,0,1,0,2,0,0,0,0
1/31/2018 21:38:45,1/31/2018 21:42:29,0,0,1,0,1,1,2,0,1,0,0,0,0,0,0,0,2,1,0,0,0,3,3,3,3,3,3,3,3,1,3,2,1,1,2,1,1,3,0,0,2,0,29,2,5, , ,3, ,Counseling Psychology,2.25,1,2, ,1,3, , ,1.95238095238095,.428571428571429,.555555555555556,1.36363636363636,.5625,2.11764705882353,0,1.25,1.19047619047619,.777777777777778,2,0,0,1,0,3,0,1,1,0
2/20/2018 19:10:35,2/20/2018 19:15:45,1,3,1,3,0,0,3,1,0,0,2,0,0,0,3,0,3,1,0,1,0,3,3,3,3,3,3,3,3,3,3,3,1,1,0,0,0,3,3,3,3,1,29,2,2, , ,3, ,Counseling Psychology,3.66,1,3, ,1,3, , ,2.28571428571429,1.04761904761905,.888888888888889,1.87878787878788,1,2.70588235294118,1.2,.5,1.66666666666667,1.66666666666667,3,1,1,3,.5,3,1,.5,1.5,1
2/20/2018 16:36:33,2/20/2018 16:39:54,1,1,0,1,3,0,2,1,0,2,2,0,0,0,0,1,0,0,1,2,1,3,3,3,3,3,2,3,3,3,3,3,0,1,1,0,1,3,1,3,3,0,19,2,5, , ,3, ,Counseling Psychology,4,1,3, ,1,1,1,Psychology Of Women,2.14285714285714,.857142857142857,.777777777777778,1.6969696969697,.8125,2.52941176470588,1,.5,1.5,1.55555555555556,3,1,1,2,1,3,1,.5,1,1
1/31/2018 14:23:14,1/31/2018 14:25:54,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,3,3,0,0,0,3,0,0,0,0,0,0,2,0,2,0,0,42,1,5, , ,3, ,"Counseling Psychology, History", ,1,2, , , , , ,1.04761904761905,.0476190476190476,0,.696969696969697,.0625,1.29411764705882,0,0,.547619047619048,.777777777777778,0,0,0,0,0,0,0,0,0,0
1/31/2018 13:16:50,1/31/2018 13:22:27,2,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,2,0,0,1,0,3,3,3,0,2,3,3,3,0,2,2,0,1,0,1,0,1,0,1,1,0,21,1,5, , ,3, ,Crimanal Justice and Pych,3.2,1,2, , , , , ,1.38095238095238,.428571428571429,.444444444444444,1.03030303030303,.4375,1.58823529411765,.4,.5,.904761904761905,.888888888888889,1,0,0,1,0,2,0,.5,.5,1
2/18/2018 17:14:47,2/18/2018 17:17:41,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,3,3,0,3,0,0,0,0,0,2,0,0,0,2,0,0,20,2,5, , ,3, ,Criminal Justice & Psychology,3.5, , , ,1,3, , ,1.04761904761905,.285714285714286,.222222222222222,.787878787878788,.375,1.17647058823529,0,.5,.666666666666667,.777777777777778,0,0,0,0,0,0,0,0,0,0
2/2/2018 9:22:19,2/2/2018 9:25:07,0,0,1,1,0,0,0,0,1,0,2,1,0,0,0,2,2,0,0,1,0,3,3,3,2,0,1,1,0,1,3,3,0,0,0,0,0,1,2,2,0,0,20,1,5, , ,3, ,Criminology and Psychology,3.22,1,2, ,1,3, , ,1.19047619047619,.523809523809524,.555555555555556,.939393939393939,.375,1.47058823529412,1,0,.857142857142857,.555555555555556,1,0,0,1,0,1,1,0,0,0
1/31/2018 13:05:57,1/31/2018 13:09:11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,2,2,0,3,2,2,3,3,0,0,0,0,0,0,0,0,0,0,20,1,5, , ,3, ,exercise science and psychology,3.26, , , ,1,3, , ,1.23809523809524,0,0,.787878787878788,0,1.52941176470588,0,0,.619047619047619,.222222222222222,0,0,0,0,0,2,0,0,0,0
2/20/2018 11:40:16,2/20/2018 11:43:01,0,1,1,3,1,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,3,3,2,3,1,0,2,3,3,2,3,1,0,1,1,0,3,1,2,1,1,20,2,5, , ,3, ,General Psychology,3.6,1,2, ,1,3, , ,1.71428571428571,.476190476190476,.444444444444444,1.27272727272727,.5625,1.94117647058824,.2,.75,1.0952380952381,1,2,0,0,1,0,2,0,1,1,1
1/31/2018 15:16:02,1/31/2018 15:20:50,1,1,0,0,2,1,1,0,0,0,1,0,0,0,0,1,1,1,1,1,0,3,2,2,3,3,3,2,2,2,2,3,0,0,1,2,1,0,0,0,2,0, ,2,5, , ,3, ,GENERAL PSYCHOLOGY,3.5,1,2, , , , , ,1.57142857142857,.571428571428571,.666666666666667,1.18181818181818,.5625,1.76470588235294,.6,.75,1.07142857142857,.888888888888889,2,1,1,1,.5,2,1,.5,1,1
2/19/2018 7:06:32,2/19/2018 7:09:16,3,3,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,2,2,1,0,0,0,0,2,0,1,2,0,0, ,1,5, , ,3, ,Psych,3.2,1,2, , , , , ,1.61904761904762,.523809523809524,0,1.36363636363636,.6875,2,0,0,1.07142857142857,1.11111111111111,2,0,0,1,0,2,0,0,0,0
2/18/2018 20:20:55,2/18/2018 20:23:54,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,2,3,0,1,2,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,24,1,5, , ,3, ,Psych/Criminal Justice,3.2, , , ,1,2, ,Psychology of Gender,.761904761904762,.142857142857143,0,.575757575757576,.1875,.941176470588235,0,0,.452380952380952,.666666666666667,0,0,0,0,0,0,0,0,0,0
2/19/2018 17:03:40,2/20/2018 9:36:24,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,3,3,3,2,0,1,3,0,1,3,0,0,0,0,1,0,0,0,0,0,0,21,2,5, , ,3, ,psycholgy,3.15,1,2, ,1,3, , ,.952380952380952,.238095238095238,.222222222222222,.696969696969697,.25,1.11764705882353,.2,.25,.595238095238095,.111111111111111,0,0,0,0,0,0,0,0,0,0
2/2/2018 9:36:22,2/2/2018 9:39:52,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,2,0,0,1,1,2,2,2,0,0,0,0,0,2,1,2,0,0,20,2,5, , ,3, ,Psychological science,3.4,1,3, ,2, , , ,1.0952380952381,.142857142857143,0,.787878787878788,.1875,1.35294117647059,0,0,.619047619047619,.444444444444444,1,0,0,0,0,2,0,0,0,0
2/3/2018 14:25:19,2/3/2018 14:29:16,3,2,1,0,0,3,0,0,0,0,3,0,1,0,0,1,0,0,0,0,0,3,3,3,3,3,2,3,2,3,3,3,0,0,0,0,0,0,3,3,1,0,26,2,3, , ,3, ,Psychological science,3.4,1,3, ,1,3, , ,1.80952380952381,.666666666666667,.444444444444444,1.45454545454545,.625,2.23529411764706,.8,0,1.23809523809524,1.77777777777778,3,0,0,1,0,3,0,0,.5,3
2/2/2018 10:56:39,2/2/2018 11:01:42,0,2,0,1,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3,3,3,2,1,3,3,1,1,2,3,0,0,1,0,0,2,2,3,2,0,20,1,5, , ,3, ,Psychological Science,3.27,1,2, , , , , ,1.66666666666667,.333333333333333,.111111111111111,1.24242424242424,.4375,2,0,.25,1,1,2,0,0,1,0,2,0,0,.5,0
2/8/2018 12:58:15,2/8/2018 13:01:11,0,1,3,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,1,0,2,0,0,1,2,1,0,0,0,1,0,0,0,0,0,0,0,20,1,5, , ,3, ,Psychological Science,2.6,1,3, , , , , ,.523809523809524,.380952380952381,.333333333333333,.484848484848485,.375,.588235294117647,.4,.25,.452380952380952,.222222222222222,0,0,0,0,0,0,0,0,0,0
2/2/2018 10:08:24,2/2/2018 10:11:24,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,3,3,2,1,3,3,1,2,1,3,0,0,0,0,0,0,2,1,1,0,20,2,5, , ,3, ,Psychological Science,3.78,1,2, ,2, , , ,1.38095238095238,.142857142857143,0,.96969696969697,.1875,1.70588235294118,0,0,.761904761904762,.555555555555556,1,0,0,1,0,2,0,0,0,1
2/11/2018 22:41:24,2/11/2018 22:49:28,1,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,2,3,2,2,3,2,2,3,3,3,0,0,0,0,3,0,0,1,0,1,20,1,5, , ,3, ,Psychological Science,3.5,1,3, , , , , ,1.57142857142857,.333333333333333,0,1.21212121212121,.4375,1.94117647058824,0,0,.952380952380952,.666666666666667,2,0,0,1,0,2,0,0,0,0
2/11/2018 22:37:36,2/11/2018 22:40:57,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,2,3,2,1,2,2,1,3,3,3,0,0,0,0,3,0,0,1,0,1,20,1,5, , ,3, ,Psychological Science,3.5,1,3, , , , , ,1.42857142857143,.285714285714286,0,1.09090909090909,.375,1.76470588235294,0,0,.857142857142857,.555555555555556,1,0,0,1,0,2,0,0,0,0
2/2/2018 14:05:16,2/2/2018 14:10:22,2,2,0,0,2,1,1,0,1,0,0,0,0,0,0,0,3,0,0,0,0,3,3,3,1,3,0,3,3,2,3,2,0,1,0,0,0,1,1,2,0,0,20,2,5, , ,3, ,Psychological Science,3,1,1,3,1,3, , ,1.47619047619048,.571428571428571,.111111111111111,1.27272727272727,.75,1.76470588235294,0,.25,1.02380952380952,1.11111111111111,1,0,0,1,0,2,0,0,.5,1
2/7/2018 8:54:42,2/7/2018 9:03:21,2,3,1,1,2,1,1,0,0,1,1,0,1,1,0,1,2,1,0,1,0,3,3,3,3,3,3,3,3,3,3,3,1,1,0,0,1,2,1,3,2,0,36,1,5, , ,3, ,Psychological Science,4,1,2, , , , , ,2.0952380952381,.952380952380952,.666666666666667,1.75757575757576,1,2.47058823529412,.8,.5,1.52380952380952,1.66666666666667,3,1,1,2,1,3,1,.5,1,1
2/8/2018 12:53:35,2/8/2018 12:56:40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,2,1,1,2,3,3,1,0,0,0,0,0,0,0,0,0,0,22,2,3, , ,3, ,psychology,2.14,2, , ,1,3, , ,1.19047619047619,0,0,.757575757575758,0,1.47058823529412,0,0,.595238095238095,.222222222222222,1,0,0,0,0,1,0,0,0,0
2/12/2018 19:06:57,2/12/2018 19:13:14,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,3,1,0,2,2,3,2,0,0,1,0,0,0,0,1,0,0,1,27,2,3, , ,3, ,psychology,2.6,1,3, ,1,3, , ,1.14285714285714,.142857142857143,.111111111111111,.787878787878788,.1875,1.35294117647059,0,.25,.642857142857143,.111111111111111,1,0,0,0,0,1,0,0,0,0
1/31/2018 15:43:30,1/31/2018 15:46:04,0,2,2,1,1,2,3,2,3,1,1,0,2,2,1,1,1,0,0,1,0,3,3,3,3,1,3,2,3,3,3,0,2,1,0,0,2,2,3,3,3,3,34,2,5, , ,3, ,psychology,3,1,1,2, , , , ,2.19047619047619,1.23809523809524,1,1.90909090909091,1.25,2.52941176470588,1.2,.75,1.71428571428571,1.55555555555556,3,1,1,2,1,3,1,.5,2,2
1/31/2018 13:43:33,1/31/2018 13:46:08,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,3,2,2,2,1,2,2,2,1,3,0,0,0,0,0,1,0,2,0,0,21,2,2, , ,3, ,psychology,2.7,1,2, , , , , ,1.23809523809524,.142857142857143,.111111111111111,.848484848484849,.125,1.52941176470588,.2,0,.69047619047619,.777777777777778,1,0,0,0,0,2,0,0,0,0
2/2/2018 10:01:08,2/2/2018 10:04:17,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,3,2,2,3,0,0,0,1,2,2,2,0,0,0,0,0,2,2,2,0,0,20,2,5, , ,3, ,psychology,2.5,1,2, , , , , ,1.0952380952381,.238095238095238,.222222222222222,.787878787878788,.1875,1.35294117647059,.4,0,.666666666666667,.444444444444444,1,0,0,0,0,2,0,0,0,0
2/9/2018 20:25:34,2/9/2018 20:28:28,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,3,3,3,3,0,0,0,0,0,1,1,3,2,3,0,0,21,2,3, , ,3, ,psychology,3.3,1,1,1,1,3, , ,1.47619047619048,.142857142857143,.111111111111111,1,.1875,1.76470588235294,0,.25,.80952380952381,.666666666666667,1,0,0,0,0,3,0,0,0,0
2/23/2018 13:22:59,2/23/2018 13:28:29,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,2,2,2,1,1,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,42,1,5, , ,3, ,psychology,3.7,1,2, ,1,3, , ,.714285714285714,.142857142857143,.111111111111111,.515151515151515,.125,.882352941176471,.2,0,.428571428571429,.222222222222222,0,0,0,0,0,1,0,0,0,0
1/31/2018 12:50:38,1/31/2018 12:53:10,0,0,0,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,2,3,3,3,2,2,2,3,3,3,0,0,0,0,0,2,1,3,2,0,22,2,5, , ,3, ,Psychology,3.8,1,2, , , , , ,1.76190476190476,.238095238095238,.111111111111111,1.24242424242424,.25,2.17647058823529,.2,0,1,1.22222222222222,2,0,0,1,0,2,0,0,0,0
2/6/2018 10:35:24,2/6/2018 10:38:17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,2,1,2,2,2,1,1,1,1,0,0,0,0,0,0,1,0,0,0,29,2,3, , ,3, ,Psychology,3.3,1,2, ,1,3, , ,.904761904761905,.0476190476190476,0,.606060606060606,.0625,1.11764705882353,0,0,.476190476190476,.222222222222222,1,0,0,0,0,1,0,0,0,0
2/7/2018 9:48:27,2/7/2018 9:50:33,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,3,3,0,1,0,3,0,1,0,0,0,0,0,1,0,2,1,0, ,2,3, , ,3, ,Psychology,3.56,1,3, ,1,3, , ,.904761904761905,.333333333333333,0,.787878787878788,.4375,1.11764705882353,0,0,.619047619047619,1.11111111111111,0,0,0,0,0,1,0,0,0,0
2/7/2018 10:51:05,2/7/2018 10:53:53,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,1,0,1,1,0,2,0,2,1,0,0,0,1,1,0,0,0,0,0,0,22,2,3, , ,3, ,Psychology,3.2,1,3, ,1,3, , ,.571428571428571,.0952380952380952,.222222222222222,.363636363636364,.125,.588235294117647,0,.5,.333333333333333,.222222222222222,0,0,0,0,0,0,0,.5,0,0
2/9/2018 15:38:36,2/9/2018 15:41:47,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,3,2,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,20,2,3, , ,3, ,Psychology,3, , , , , , , ,.428571428571429,.142857142857143,.222222222222222,.303030303030303,.0625,.529411764705882,.4,0,.285714285714286,0,0,0,0,0,0,0,0,0,0,0
1/31/2018 21:49:29,1/31/2018 23:41:16,0,0,1,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,3,3,3,3,0,3,0,3,1,0,0,0,1,0,0,3,1,0,1,0,27,1,3, , ,3, ,Psychology,1.98,1,2, ,1,3, , ,1.33333333333333,.428571428571429,.333333333333333,1.03030303030303,.4375,1.58823529411765,.4,.25,.880952380952381,.555555555555556,1,0,0,0,0,1,0,0,0,0
2/20/2018 12:56:40,2/20/2018 12:59:14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,0,1,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,22,1,5, , ,3, ,Psychology,3.5, , , , , , , ,.571428571428571,0,.111111111111111,.333333333333333,0,.647058823529412,0,.25,.285714285714286,0,0,0,0,0,0,0,0,0,0,0
2/21/2018 8:14:33,2/21/2018 8:17:41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,2,2,2,1,2,0,0,3,1,0,0,0,0,0,0,1,0,0, ,2,5, , ,3, ,Psychology,3.4,1,2, , , , , ,1.04761904761905,0,.111111111111111,.636363636363636,0,1.23529411764706,0,.25,.523809523809524,.444444444444444,1,0,0,0,0,1,0,0,0,0
2/1/2018 12:54:43,2/1/2018 12:57:50,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,1,0,3,1,3,3,3,0,0,0,0,0,2,0,0,0,0,21,2,5, , ,3, ,Psychology,3.7,1,2, , , , , ,1.33333333333333,.142857142857143,0,.939393939393939,.1875,1.64705882352941,0,0,.738095238095238,.111111111111111,1,0,0,0,0,2,0,0,0,0
1/31/2018 23:39:39,1/31/2018 23:45:39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,3,3,2,3,3,3,0,3,3,3,0,0,0,0,0,1,3,0,0,0,20,2,6,White/Hispanic,Colorado Mesa University,3, ,Psychology,3.5, , , , , , , ,1.57142857142857,.0476190476190476,.111111111111111,1,0,1.94117647058824,.2,0,.80952380952381,.333333333333333,2,0,0,0,0,3,0,0,0,0
2/22/2018 12:13:51,2/22/2018 12:15:44,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,2,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,22,2,5, , ,3, ,Psychology,2.2,1,2, ,1,3, , ,1.0952380952381,.142857142857143,0,.787878787878788,.1875,1.35294117647059,0,0,.619047619047619,0,0,0,0,0,0,0,0,0,0,0
2/8/2018 14:30:06,2/8/2018 14:32:51,0,2,3,0,2,0,1,0,0,0,1,0,0,0,1,0,1,0,2,1,0,3,3,3,3,1,2,3,2,3,3,3,1,0,0,0,0,2,3,2,1,0,20,2,5, , ,3, ,Psychology,3.9,2, , ,2, , , ,1.80952380952381,.666666666666667,.444444444444444,1.45454545454545,.6875,2.17647058823529,.6,.25,1.23809523809524,.666666666666667,2,0,0,2,0,3,1,0,1,0
2/21/2018 11:30:39,2/21/2018 11:33:59,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,2,0,0,1,3,3,1,1,0,0,0,0,0,0,1,0,0,1,3,22,2,6,Asian and Caucasian,Colorado Mesa University,3, ,Psychology,3.45,1,2, , , , , ,.952380952380952,.0952380952380952,0,.666666666666667,.125,1.17647058823529,0,0,.523809523809524,.222222222222222,1,0,0,0,0,1,0,0,0,0
2/20/2018 10:49:22,2/20/2018 10:51:41,0,3,0,2,3,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,1,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,1,0,0,0,0,21,2,5, , ,3, ,Psychology,3.78,1,2, ,1,3, , ,1.47619047619048,.619047619047619,.111111111111111,1.3030303030303,.75,1.82352941176471,.2,0,1.04761904761905,.666666666666667,1,0,0,0,0,3,0,0,0,0
1/31/2018 12:51:14,1/31/2018 12:55:09,0,0,2,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,1,0,0,3,3,3,3,3,2,3,3,3,3,3,0,1,1,0,0,2,2,0,1,0,21,2,5, , ,3, ,Psychology,2.77,1,1,2, , , , ,1.85714285714286,.380952380952381,.444444444444444,1.3030303030303,.375,2.17647058823529,.4,.5,1.11904761904762,.555555555555556,2,0,0,1,0,3,0,.5,1,0
2/8/2018 15:17:00,2/8/2018 15:21:51,0,1,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,3,3,3,1,2,2,3,1,3,3,2,0,0,0,0,0,2,1,0,0,0,33,1,5, , ,3, ,Psychology,3.88, , , , , , , ,1.38095238095238,.333333333333333,.111111111111111,1.06060606060606,.375,1.70588235294118,.2,0,.857142857142857,.333333333333333,1,0,0,1,0,2,0,0,0,0
2/2/2018 10:34:28,2/2/2018 10:38:18,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,3,3,3,3,3,3,0,3,3,3,0,0,0,0,0,2,1,0,3,0,51,2,5, , ,3, ,Psychology,3.2, , , , , , , ,1.71428571428571,.19047619047619,.111111111111111,1.18181818181818,.1875,2.11764705882353,.2,0,.952380952380952,.666666666666667,3,0,0,0,0,3,0,0,0,0
2/8/2018 17:27:57,2/8/2018 17:33:24,0,1,0,1,1,1,2,0,1,1,0,1,0,1,1,1,1,0,1,0,1,3,3,3,2,1,1,2,3,3,3,0,1,0,0,0,0,3,3,3,1,0,23,2,5, , ,3, ,Psychology,3.9, , , , , , , ,1.66666666666667,.714285714285714,.444444444444444,1.39393939393939,.75,2,.6,.25,1.19047619047619,1.11111111111111,2,1,0,1,1,3,1,0,1,1
2/2/2018 9:40:55,2/2/2018 12:36:32,0,0,3,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,3,1,3,2,0,0,1,1,1,1,1,0,0,0,0,0,1,1,0,1,0,20,2,5, , ,3, ,Psychology,3.75,1,2, , , , , ,.80952380952381,.333333333333333,.111111111111111,.696969696969697,.375,1,.2,0,.571428571428571,.111111111111111,1,0,0,0,0,1,0,0,0,0
2/4/2018 7:44:01,2/4/2018 7:48:04,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,1,0,3,2,3,2,3,0,0,3,0,0,3,3,0,0,0,36,2,3, , ,3, ,Psychology,3.5,1,2, , , , , ,1.66666666666667,.0476190476190476,.333333333333333,1,.0625,1.88235294117647,0,.75,.857142857142857,.111111111111111,2,0,0,0,0,3,0,0,0,0
2/3/2018 9:59:55,2/3/2018 10:02:59,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,2,1,1,3,1,2,1,2,0,0,0,0,0,2,0,1,0,0,21,2,5, , ,3, ,Psychology,2.55,1,2, ,2, , , ,1.19047619047619,.0952380952380952,0,.818181818181818,.125,1.47058823529412,0,0,.642857142857143,.333333333333333,1,0,0,0,0,1,0,0,0,0
2/6/2018 10:51:59,2/6/2018 10:54:51,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,3,2,0,0,3,1,2,3,3,0,1,0,0,0,1,1,0,0,0,20,2,5, , ,3, ,Psychology,3.5,1,2, ,1,3, , ,1.23809523809524,.285714285714286,.111111111111111,.939393939393939,.375,1.47058823529412,0,.25,.761904761904762,0,1,0,0,0,0,1,0,0,0,0
2/8/2018 16:43:08,2/8/2018 16:45:01,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,3,3,2,1,1,3,2,1,0,3,0,0,0,0,0,3,0,3,0,0,19,2,5, , ,3, ,Psychology,3.3,1,3, , , , , ,1.33333333333333,.19047619047619,0,.96969696969697,.25,1.64705882352941,0,0,.761904761904762,.777777777777778,1,0,0,0,0,2,0,0,0,0
2/8/2018 17:24:57,2/8/2018 17:28:05,0,0,0,0,2,0,3,0,1,0,0,0,1,0,0,0,0,0,1,0,0,3,3,3,3,2,0,0,3,3,3,0,1,0,2,0,0,3,3,0,1,1,24,2,2, , ,3, ,Psychology,2.6,1,3, , , , , ,1.61904761904762,.380952380952381,.333333333333333,1.18181818181818,.5,1.82352941176471,0,.75,1,.333333333333333,2,0,0,1,0,3,0,.5,0,0
2/12/2018 13:04:20,2/12/2018 13:07:50,0,0,0,0,3,0,0,1,1,0,0,0,1,1,0,0,2,2,0,0,2,3,3,2,3,0,0,0,2,2,3,0,0,0,1,0,0,2,0,0,0,0,20,2,5, , ,3, ,Psychology,3.2,1,3, ,1,2, ,sociology of gender,1,.619047619047619,.222222222222222,.96969696969697,.75,1.17647058823529,.2,.25,.80952380952381,.333333333333333,0,0,0,0,0,0,0,0,0,0
2/5/2018 14:18:18,2/5/2018 14:21:32,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,1,1,1,1,1,1,1,0,0,0,1,0,2,1,0,0,0,21,2,5, , ,3, ,Psychology,3.6, , , , , , , ,.857142857142857,.19047619047619,.111111111111111,.636363636363636,.25,1,0,.25,.523809523809524,.111111111111111,1,0,0,1,0,1,0,0,0,0
